vendorKey,company,website,domain,primaryType,genericEmails,allEmails,phoneNumbers,linkedinUrls,contactPageUrls,titleSnippets,confidence,pagesScannedCount,bestFor,recommendedRole
legal:39:NJORD Law Firm,NJORD Law Firm,https://www.njordlaw.com,njordlaw.com,Legal,,copenhagen@njordlaw.com | silkeborg@njordlaw.com | roskilde@njordlaw.com | aarhus@njordlaw.com,85.000.000.000 | +45 33 12 45 22 | 41 76 01 33 | +4533124522,https://www.linkedin.com/company/njord,,,high,1,"Juridisk rådgivning om NIS2, cybersikkerhed og regulatoriske krav, samt databeskyttelse og informationsforvaltning, primært til mellemstore og større organisationer, med fokus på kritiske og regulerede sektorer","Brug denne profil når scope, kontrakter, ledelsesansvar, myndighedsrapportering eller fortolkning af NIS2, CER eller CRA er den primære udfordring."
legal:40:Plesner,Plesner,https://www.plesner.com,plesner.com,Legal,,plesner@plesner.com,+45 33 12 11 33 | +4533121133,https://www.linkedin.com/company/plesner/,,,high,1,"Juridisk rådgivning om NIS2, cybersikkerhed og regulatoriske krav, samt databeskyttelse og informationsforvaltning, primært til mellemstore og større organisationer, med fokus på kritiske og regulerede sektorer","Brug denne profil når scope, kontrakter, ledelsesansvar, myndighedsrapportering eller fortolkning af NIS2, CER eller CRA er den primære udfordring."
legal:41:SIRIUS advokater,SIRIUS advokater,https://siriusadvokater.dk,siriusadvokater.dk,Legal,,mail@siriusadvokater.dk | 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com | 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com | 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com,+45 88 88 85 85,https://www.linkedin.com/company/sirius-advokater/,,,high,1,"Juridisk rådgivning om NIS2, cybersikkerhed og regulatoriske krav, samt databeskyttelse og informationsforvaltning, primært til mellemstore og større organisationer, med fokus på kritiske og regulerede sektorer","Brug denne profil når scope, kontrakter, ledelsesansvar, myndighedsrapportering eller fortolkning af NIS2, CER eller CRA er den primære udfordring."
legal:42:WSCO Advokatpartnerselskab,WSCO Advokatpartnerselskab,https://wsco.dk,wsco.dk,Legal,info@wsco.dk,info@wsco.dk,+45 35 25 38 00 | 45 35 25 38 00 | +4535253800,https://www.linkedin.com/company/wsco-advokatpartnerselskab/,,,high,1,"Juridisk rådgivning om NIS2, cybersikkerhed og regulatoriske krav, primært til mellemstore og større organisationer, med fokus på kritiske og regulerede sektorer","Brug denne profil når scope, kontrakter, ledelsesansvar, myndighedsrapportering eller fortolkning af NIS2, CER eller CRA er den primære udfordring."
grc:1:Alexandra Instituttet,Alexandra Instituttet,https://alexandra.dk,alexandra.dk,GRC,,alexandra@alexandra.dk,+45 70 27 70 12 | 24 21 33 66,https://www.linkedin.com/company/alexandrainstituttet | https://www.linkedin.com/company/alexandrainstituttet/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:2:DPO Denmark,DPO Denmark,https://dpo-danmark.dk,dpo-danmark.dk,GRC,info@dpo-danmark.dk,info@dpo-danmark.dk | dpo@dpo-danmark.dk,77 34 17 34 | 40 86 34 27 | +4577341734,https://www.linkedin.com/company/40834050/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:3:GapSolutions,GapSolutions,https://gapsolutions.dk,gapsolutions.dk,GRC,,,+45 8844 0808 | +4588440808,https://www.linkedin.com/company/gapportalen/,,,medium,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:4:Lekon,Lekon,https://lekon.dk,lekon.dk,GRC,,%20lekon@lekon.dk | lekon@lekon.dk,46 76 71 11 | +45 46 76 71 11 | 29 83 32 30 | 00 46 76 71 11 | +4546767111,https://www.linkedin.com/company/996516/ | https://www.linkedin.com/company/996516 | https://www.linkedin.com/company/996516/admin/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:5:Nesp.ONE,Nesp.ONE,https://nespone.dk,nespone.dk,GRC,,secmail@nespone.com,+45 53 88 84 00 | +4553888400,https://www.linkedin.com/company/nesp-one/ | https://www.linkedin.com/company/nesp-one/?viewAsMember=true,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:6:NIBIS Konsulenterne,NIBIS Konsulenterne,https://nibis.dk,nibis.dk,GRC,info@nibis.dk,info@nibis.dk,,https://www.linkedin.com/company/86605762/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:7:NorthGRC,NorthGRC,https://www.northgrc.dk,northgrc.dk,GRC,,,2002. 10.000 10.000,https://www.linkedin.com/company/northgrc,,,medium,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:8:Accenture Denmark Cyber Strategy & GRC,Accenture Denmark Cyber Strategy & GRC,https://www.accenture.com/dk-en,accenture.com,GRC,,,0 0 107 118 | 107 74.4053 | 69.1887 59 | 8.16667 15 | 10.8333 10 | 13.1667 10 | 184.51218,"https://www.linkedin.com/company/accenture-denmark-finland-norway-sweden/ | https://www.linkedin.com/company/accenture&#34;,&#34;analytics-engagement&#34;:&#34;false&#34;,&#34;analytics-link-type&#34;:&#34;nav/paginate&#34;,&#34;analytics-link-name&#34;:&#34;linkedin&#34;,&#34;analytics-module-name&#34;:&#34;top | https://www.linkedin.com/company/accenture",,,medium,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:9:Omada Identity Advisory,Omada Identity Advisory,https://omadaidentity.com,omadaidentity.com,GRC,,,,https://www.linkedin.com/company/omada-as | https://www.linkedin.com/company/omada-as/,,,low,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:10:BSI Group Advisory,BSI Group Advisory,https://www.bsigroup.com,bsigroup.com,GRC,,cservices@bsigroup.com | certification.sales@bsigroup.com | product.certification@bsigroup.com | training@bsigroup.com,,https://www.linkedin.com/company/bsi,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:11:Eviden Cyber GRC Denmark,Eviden Cyber GRC Denmark,https://eviden.com,eviden.com,GRC,,pierre-yves.jolivet@eviden.com | boghos.boghossian@eviden.com | bernard.payer@eviden.com | yann.vincent@eviden.com,+33 1 73 26 00 00 | +33173260000,https://www.linkedin.com/company/eviden,https://eviden.com/contact-us/ | https://eviden.com/about-us/,,high,3,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:12:Implement Consulting Group,Implement Consulting Group,https://implementconsultinggroup.com,implementconsultinggroup.com,GRC,,8072ef0cfabc9ee1adc7d47fa4787c09@o4507254373023744.ingest.de.sentry.io,,https://www.linkedin.com/company/implement-consulting-group/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:13:PA Consulting,PA Consulting,https://www.paconsulting.com,paconsulting.com,GRC,,digitalmarketing@paconsulting.com,,https://www.linkedin.com/company/pa-consulting/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
"grc:14:Truesec Governance, Risk & Compliance","Truesec Governance, Risk & Compliance",https://www.truesec.com,truesec.com,GRC,hello@truesec.com,hello@truesec.com,2025-53521 | +46 8 10 00 10 | 45 32 24 00 70 | 13-15 8200 | +468100010 | +45 32 24 00 70 | +4532240070,https://www.linkedin.com/company/truesec/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:15:2Secure Governance & Compliance,2Secure Governance & Compliance,https://2secure.se,2secure.se,GRC,info@2secure.se | info@2secure.see,info@2secure.se | info@2secure.see,34037 100 26 | +46 8 656 50 00 | 10.00-12.00 | +46(0)8 656 50 00 | +4686565000 | +468 656 50 00,https://www.linkedin.com/company/2secure-ab/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:16:A. Hoffskov Consult,A. Hoffskov Consult,https://ahoffskov.dk,ahoffskov.dk,GRC,info@ahoffskov.dk,info@ahoffskov.dk,+45 31 16 02 76 | +4531160276,,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:17:BearingPoint,BearingPoint,https://www.bearingpoint.com,bearingpoint.com,GRC,,talentr2@bearingpoint.com,2024 1068 | 2024 2065,http://www.linkedin.com/company/bearingpoint,,EN Morocco,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:18:CareSupport,CareSupport,https://caresupport.dk,caresupport.dk,GRC,info@caresupport.dk | support@caresupport.dk,info@caresupport.dk | support@caresupport.dk,45 31 67 82 41 | 31 67 82 41 | +4531678241,https://www.linkedin.com/company/caresupport-aps/about/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:19:ChangeGroup,ChangeGroup,https://changegroup.dk,changegroup.dk,GRC,info@changegroup.dk,info@changegroup.dk | marketing@changegroup.dk,+45 3332 7778,https://www.linkedin.com/company/changegroup/posts/?feedView=all,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:20:Cyber Partners,Cyber Partners,https://cyberpartners.dk,cyberpartners.dk,GRC,info@cyberpartners.dk,info@cyberpartners.dk,+45 3121 5500,https://www.linkedin.com/company/91481718/ | https://www.linkedin.com/company/cyber-partners-aps/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:21:Devoteam Denmark,Devoteam Denmark,https://www.devoteam.com,devoteam.com,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:22:Falch Consulting,Falch Consulting,https://falchconsulting.dk,falchconsulting.dk,GRC,,mfj@falchconsulting.dk,+45 21 94 19 23 | +4521941923,,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:23:LRQA Cyber & Compliance,LRQA Cyber & Compliance,https://www.lrqa.com,lrqa.com,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:24:mnemonic Advisory,mnemonic Advisory,https://www.mnemonic.io,mnemonic.io,GRC,,,+47 23 20 47 00 | +46 8 444 8990 | +45 33 22 02 02 | +31 30 899 40 19 | +44 203 973 0036 | +1 650 241 4550 | +4723204700 | +31308994019 | +442039730036 | +16502414550,https://www.linkedin.com/company/mnemonic,,,medium,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:25:Proces360,Proces360,https://www.proces360.dk,proces360.dk,GRC,info@proces360.dk,info@proces360.dk | chk@proces360.dk | dbl@proces360.dk,+45 3089 3091 | +45 2420 5136 | 2021 12.48 | 31 61 83 47 | 2018-2021 | +4530893091 | +4524205136,https://www.linkedin.com/company/proces360/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:26:SecureFirst,SecureFirst,https://securefirst.dk,securefirst.dk,GRC,info@securefirst.dk,info@securefirst.dk | customer@securefirst.dk,+45 5090 9034 | +4550909034,https://www.linkedin.com/company/securefirst/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:27:Simplitize,Simplitize,https://simplitize.dk,simplitize.dk,GRC,salg@simplitize.dk,salg@simplitize.dk,+45) 4192 9292,https://www.linkedin.com/company/simplitize/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:28:Sopra Steria Cyber Advisory Denmark,Sopra Steria Cyber Advisory Denmark,https://www.soprasteria.com,soprasteria.com,GRC,,,,https://www.linkedin.com/company/soprasteria,,,low,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:29:vCISO ApS,vCISO ApS,https://vciso.dk,vciso.dk,GRC,kontakt@vciso.dk,kontakt@vciso.dk,2989 2897 | 45 29 89 28 97,,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:30:Vicath EQ,Vicath EQ,https://vicatheq.dk,vicatheq.dk,GRC,,kasper@koal.dk | eq@vicatheq.dk,63 15 44 44 | +4563154444,https://www.linkedin.com/company/vicath-eq-aps/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:31:Wired Relations,Wired Relations,https://www.wiredrelations.com,wiredrelations.com,GRC,,,,https://www.linkedin.com/company/wired-relations/posts/?feedView=all&viewAsMember=true,,,low,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:32:Aeven Governance & Compliance,Aeven Governance & Compliance,https://www.aeven.com,aeven.com,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:33:NTT DATA Business Solutions Denmark Advisory,NTT DATA Business Solutions Denmark Advisory,https://www.nttdata-solutions.com,nttdata-solutions.com,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:34:RiskPoint Group,RiskPoint Group,https://www.riskpoint.eu,riskpoint.eu,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:35:Crayon Denmark Governance & Security,Crayon Denmark Governance & Security,https://www.crayon.com,crayon.com,GRC,,,,,,,low,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:36:OneTrust Services,OneTrust Services,https://www.onetrust.com,onetrust.com,GRC,,example@yourdomain.com,,https://www.linkedin.com/company/onetrust/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, samt leverandørstyring, privacy eller tredjepartsrisiko, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:37:ComplyChain,ComplyChain,https://complychain.dk,complychain.dk,GRC,info@complychain.dk,info@complychain.dk | noreply@gmail.com,+45 2233 6314,https://www.linkedin.com/company/complychain-aps,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:38:Conscient Systems,Conscient Systems,https://cs1.dk,cs1.dk,GRC,info@conscientsystems.com,info@conscientsystems.com,+45 6079 9500 | +4560799500,,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:39:Drata Advisory Partners,Drata Advisory Partners,https://drata.com,drata.com,GRC,,,,,,,none,0,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, primært til mindre og mellemstore virksomheder","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:40:FieldService,FieldService,https://fieldservice.dk,fieldservice.dk,GRC,salg@fieldservice.dk,salg@fieldservice.dk | rr@webia.dk | rr@fieldservice.dk,+45 60 51 51 51 100 | 60 51 51 51 | +4560515151,https://dk.linkedin.com/company/fieldservicedk,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:41:IFCR,IFCR,https://ifcr.dk,ifcr.dk,GRC,info@ifcr.dk,info@ifcr.dk,70 209 209 | +45 70 209 209,https://dk.linkedin.com/company/institut-for-cyber-risk,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:42:NetIP,NetIP,https://netip.dk,netip.dk,GRC,kontakt@netip.dk,kontakt@netip.dk,82 19 44 44 | 08.00-16.00 | 08.00-15.30,https://www.linkedin.com/company/netip-a-s/ | https://dk.linkedin.com/company/netip-a-s,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:43:RISMA Systems,RISMA Systems,https://www.rismasystems.com,rismasystems.com,GRC,info@rismasystems.com,info@rismasystems.com,+4570254700,https://www.linkedin.com/company/risma-systems/,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:44:Siscon,Siscon,https://siscon.dk,siscon.dk,GRC,,succes@siscon.dk,+45 70 232 231 | +4570232231,https://dk.linkedin.com/company/siscon-aps,,,high,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, fra mindre virksomheder til større enterprise-miljøer","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
grc:45:Vanta Advisory Partners,Vanta Advisory Partners,https://www.vanta.com,vanta.com,GRC,,,,https://www.linkedin.com/company/vanta-security/,,,low,1,"GRC-, ISMS- og dokumentationsforløb med fokus på NIS2, politikker, risikostyring og leverandørstyring, inklusive standardnære kontrolrammer og governance, primært til mindre og mellemstore virksomheder","Brug denne profil når politikker, ISMS, dokumentation, risikoregister, leverandørstyring eller ledelsesrapportering er de største mangler."
technical:1:ADmire,ADmire,https://www.admire.dk,admire.dk,Technical,sales@admire.dk,sales@admire.dk,+45 70 22 36 09 | +45 30 80 80 45,https://www.linkedin.com/company/admire-aps/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:2:itm8,itm8,https://itm8.dk,itm8.dk,Technical,,information@itm8.com,+45 6916 0004 | +4569160004,https://www.linkedin.com/company/itm8danmark | https://www.linkedin.com/company/itm8dk/,,,high,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:3:Atea Danmark,Atea Danmark,https://www.atea.dk,atea.dk,Technical,,,7025 2550 | +4570252550,https://www.linkedin.com/company/3121259?trk=tyah&trkInfo=clickedVertical%3Acompany%2CentityType%3AentityHistoryName%2CclickedEntityId%3Acompany_3121259%2Cidx%3A0,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
technical:4:Conscia Danmark,Conscia Danmark,https://conscia.com/dk,conscia.com,Technical,,,+45 70207780,https://www.linkedin.com/company/conscia-danmark-as/,,,medium,1,"Teknisk implementering af sikkerhedskontroller, arkitektur, adgangsstyring, logging og driftsnære forbedringer, med fokus på identitet, adgangsstyring og privilegerede konti, inklusive netværkssikkerhed, segmentering og hardening, primært til mellemstore og større organisationer","Brug denne profil når virksomheden skal implementere tekniske kontroller, styrke arkitektur, adgangsstyring, hardening, backup eller netværkssikkerhed."
